uid,pid,hid,seq,hzone,ozone,dzone,purp,mode,tst,tet,freq
1190,census_595,census_595,0,Ealing,Ealing,"Westminster,City of London",work,pt,505,524,1000
1191,census_595,census_595,1,Ealing,"Westminster,City of London",Ealing,work,pt,955,974,1000
1192,census_596,census_596,0,Wandsworth,Wandsworth,Hammersmith and Fulham,work,pt,615,632,1000
1193,census_596,census_596,1,Wandsworth,Hammersmith and Fulham,Wandsworth,work,pt,1089,1106,1000
1194,census_597,census_597,0,Bromley,Bromley,Southwark,work,pt,582,609,1000
1195,census_597,census_597,1,Bromley,Southwark,Bromley,work,pt,1085,1112,1000
1196,census_598,census_598,0,Lambeth,Lambeth,Camden,work,car,489,510,1000
1197,census_598,census_598,1,Lambeth,Camden,Lambeth,work,car,1056,1077,1000
1198,census_599,census_599,0,Southwark,Southwark,Kensington and Chelsea,work,car,585,596,1000
1199,census_599,census_599,1,Southwark,Kensington and Chelsea,Southwark,work,car,1131,1142,1000
1200,census_600,census_600,0,Newham,Newham,Lambeth,work,car,603,626,1000
1201,census_600,census_600,1,Newham,Lambeth,Newham,work,car,1090,1113,1000
1202,census_601,census_601,0,Barnet,Barnet,Hammersmith and Fulham,work,pt,511,534,1000
1203,census_601,census_601,1,Barnet,Hammersmith and Fulham,Barnet,work,pt,1025,1048,1000
1204,census_602,census_602,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,428,433,1000
1205,census_602,census_602,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,pt,965,970,1000
1206,census_603,census_603,0,Lambeth,Lambeth,Southwark,work,car,562,573,1000
1207,census_603,census_603,1,Lambeth,Southwark,Lambeth,work,car,1091,1102,1000
1208,census_604,census_604,0,Croydon,Croydon,Croydon,work,pt,476,487,1000
1209,census_604,census_604,1,Croydon,Croydon,Croydon,work,pt,1009,1020,1000
1210,census_605,census_605,0,Bromley,Bromley,Tower Hamlets,education,pt,457,492,1000
1211,census_605,census_605,1,Bromley,Tower Hamlets,Bromley,education,pt,887,922,1000
1212,census_606,census_606,0,Bromley,Bromley,Bromley,work,pt,441,442,1000
1213,census_606,census_606,1,Bromley,Bromley,Bromley,work,pt,973,974,1000
1214,census_607,census_607,0,Southwark,Southwark,"Westminster,City of London",education,car,422,431,1000
1215,census_607,census_607,1,Southwark,"Westminster,City of London",Southwark,education,car,902,911,1000
1216,census_608,census_608,0,Redbridge,Redbridge,Waltham Forest,work,car,514,539,1000
1217,census_608,census_608,1,Redbridge,Waltham Forest,Redbridge,work,car,986,1011,1000
1218,census_609,census_609,0,Croydon,Croydon,Sutton,education,pt,510,523,1000
1219,census_609,census_609,1,Croydon,Sutton,Croydon,education,pt,1071,1084,1000
1220,census_610,census_610,0,Ealing,Ealing,Harrow,work,car,442,457,1000
1221,census_610,census_610,1,Ealing,Harrow,Ealing,work,car,1048,1063,1000
1222,census_611,census_611,0,Newham,Newham,Newham,work,pt,475,476,1000
1223,census_611,census_611,1,Newham,Newham,Newham,work,pt,1000,1001,1000
1224,census_612,census_612,0,Haringey,Haringey,Hillingdon,work,pt,465,510,1000
1225,census_612,census_612,1,Haringey,Hillingdon,Haringey,work,pt,995,1040,1000
1226,census_613,census_613,0,Merton,Merton,Hammersmith and Fulham,education,pt,430,449,1000
1227,census_613,census_613,1,Merton,Hammersmith and Fulham,Merton,education,pt,977,996,1000
1228,census_614,census_614,0,Greenwich,Greenwich,Newham,work,pt,502,511,1000
1229,census_614,census_614,1,Greenwich,Newham,Greenwich,work,pt,1021,1030,1000
1230,census_615,census_615,0,Barnet,Barnet,Merton,work,pt,525,564,1000
1231,census_615,census_615,1,Barnet,Merton,Barnet,work,pt,1067,1106,1000
1232,census_616,census_616,0,Hammersmith and Fulham,Hammersmith and Fulham,Brent,work,pt,444,453,1000
1233,census_616,census_616,1,Hammersmith and Fulham,Brent,Hammersmith and Fulham,work,pt,947,956,1000
1234,census_617,census_617,0,Croydon,Croydon,"Westminster,City of London",education,pt,459,490,1000
1235,census_617,census_617,1,Croydon,"Westminster,City of London",Croydon,education,pt,976,1007,1000
1236,census_618,census_618,0,Southwark,Southwark,Newham,work,car,471,498,1000
1237,census_618,census_618,1,Southwark,Newham,Southwark,work,car,990,1017,1000
1238,census_619,census_619,0,Islington,Islington,Camden,work,pt,504,515,1000
1239,census_619,census_619,1,Islington,Camden,Islington,work,pt,1060,1071,1000
1240,census_620,census_620,0,Wandsworth,Wandsworth,Lambeth,work,pt,498,511,1000
1241,census_620,census_620,1,Wandsworth,Lambeth,Wandsworth,work,pt,1068,1081,1000
1242,census_621,census_621,0,Redbridge,Redbridge,Waltham Forest,education,pt,431,446,1000
1243,census_621,census_621,1,Redbridge,Waltham Forest,Redbridge,education,pt,942,957,1000
1244,census_622,census_622,0,Southwark,Southwark,Merton,work,car,438,459,1000
1245,census_622,census_622,1,Southwark,Merton,Southwark,work,car,1040,1061,1000
1246,census_623,census_623,0,Tower Hamlets,Tower Hamlets,Newham,work,pt,446,455,1000
1247,census_623,census_623,1,Tower Hamlets,Newham,Tower Hamlets,work,pt,919,928,1000
1248,census_624,census_624,0,Croydon,Croydon,"Westminster,City of London",work,pt,427,464,1000
1249,census_624,census_624,1,Croydon,"Westminster,City of London",Croydon,work,pt,887,924,1000
1250,census_625,census_625,0,Bexley,Bexley,Ealing,work,pt,455,522,1000
1251,census_625,census_625,1,Bexley,Ealing,Bexley,work,pt,994,1061,1000
1252,census_626,census_626,0,Greenwich,Greenwich,Lambeth,work,pt,408,431,1000
1253,census_626,census_626,1,Greenwich,Lambeth,Greenwich,work,pt,1030,1053,1000
1254,census_627,census_627,0,Barnet,Barnet,"Westminster,City of London",work,pt,427,444,1000
1255,census_627,census_627,1,Barnet,"Westminster,City of London",Barnet,work,pt,954,971,1000
1256,census_628,census_628,0,Lambeth,Lambeth,Richmond upon Thames,work,car,430,459,1000
1257,census_628,census_628,1,Lambeth,Richmond upon Thames,Lambeth,work,car,902,931,1000
1258,census_629,census_629,0,Ealing,Ealing,Hammersmith and Fulham,education,pt,420,431,1000
1259,census_629,census_629,1,Ealing,Hammersmith and Fulham,Ealing,education,pt,1004,1015,1000
1260,census_630,census_630,0,Richmond upon Thames,Richmond upon Thames,Tower Hamlets,work,pt,460,493,1000
1261,census_630,census_630,1,Richmond upon Thames,Tower Hamlets,Richmond upon Thames,work,pt,986,1019,1000
1262,census_631,census_631,0,Haringey,Haringey,Southwark,work,pt,468,487,1000
1263,census_631,census_631,1,Haringey,Southwark,Haringey,work,pt,933,952,1000
1264,census_632,census_632,0,Tower Hamlets,Tower Hamlets,"Westminster,City of London",work,pt,439,454,1000
1265,census_632,census_632,1,Tower Hamlets,"Westminster,City of London",Tower Hamlets,work,pt,1054,1069,1000
1266,census_633,census_633,0,Tower Hamlets,Tower Hamlets,Haringey,education,pt,435,452,1000
1267,census_633,census_633,1,Tower Hamlets,Haringey,Tower Hamlets,education,pt,906,923,1000
1268,census_634,census_634,0,Haringey,Haringey,Camden,work,pt,517,536,1000
1269,census_634,census_634,1,Haringey,Camden,Haringey,work,pt,1040,1059,1000
1270,census_635,census_635,0,Ealing,Ealing,Ealing,education,pt,428,431,1000
1271,census_635,census_635,1,Ealing,Ealing,Ealing,education,pt,905,908,1000
1272,census_636,census_636,0,Camden,Camden,Camden,work,pt,470,475,1000
1273,census_636,census_636,1,Camden,Camden,Camden,work,pt,1005,1010,1000
1274,census_637,census_637,0,Barking and Dagenham,Barking and Dagenham,Redbridge,work,pt,583,594,1000
1275,census_637,census_637,1,Barking and Dagenham,Redbridge,Barking and Dagenham,work,pt,1109,1120,1000
1276,census_638,census_638,0,Redbridge,Redbridge,Tower Hamlets,work,pt,549,578,1000
1277,census_638,census_638,1,Redbridge,Tower Hamlets,Redbridge,work,pt,1049,1078,1000
1278,census_639,census_639,0,Bromley,Bromley,Croydon,education,pt,412,427,1000
1279,census_639,census_639,1,Bromley,Croydon,Bromley,education,pt,973,988,1000
1280,census_640,census_640,0,Tower Hamlets,Tower Hamlets,Lambeth,work,car,579,600,1000
1281,census_640,census_640,1,Tower Hamlets,Lambeth,Tower Hamlets,work,car,1021,1042,1000
1282,census_641,census_641,0,Croydon,Croydon,Lambeth,work,pt,517,544,1000
1283,census_641,census_641,1,Croydon,Lambeth,Croydon,work,pt,1046,1073,1000
1284,census_642,census_642,0,"Westminster,City of London","Westminster,City of London",Hammersmith and Fulham,work,pt,512,521,1000
1285,census_642,census_642,1,"Westminster,City of London",Hammersmith and Fulham,"Westminster,City of London",work,pt,1027,1036,1000
1286,census_643,census_643,0,Tower Hamlets,Tower Hamlets,Newham,work,pt,456,469,1000
1287,census_643,census_643,1,Tower Hamlets,Newham,Tower Hamlets,work,pt,922,935,1000
1288,census_644,census_644,0,Tower Hamlets,Tower Hamlets,"Westminster,City of London",work,pt,439,450,1000
1289,census_644,census_644,1,Tower Hamlets,"Westminster,City of London",Tower Hamlets,work,pt,945,956,1000
1290,census_645,census_645,0,Haringey,Haringey,Tower Hamlets,work,car,428,449,1000
1291,census_645,census_645,1,Haringey,Tower Hamlets,Haringey,work,car,977,998,1000
1292,census_646,census_646,0,Camden,Camden,"Westminster,City of London",education,pt,513,520,1000
1293,census_646,census_646,1,Camden,"Westminster,City of London",Camden,education,pt,969,976,1000
1294,census_647,census_647,0,Sutton,Sutton,Croydon,work,car,547,554,1000
1295,census_647,census_647,1,Sutton,Croydon,Sutton,work,car,1133,1140,1000
1296,census_648,census_648,0,Wandsworth,Wandsworth,Barnet,work,pt,425,458,1000
1297,census_648,census_648,1,Wandsworth,Barnet,Wandsworth,work,pt,887,920,1000
1298,census_649,census_649,0,Barnet,Barnet,Lambeth,work,pt,495,524,1000
1299,census_649,census_649,1,Barnet,Lambeth,Barnet,work,pt,1037,1066,1000
1300,census_650,census_650,0,Redbridge,Redbridge,Tower Hamlets,work,pt,543,576,1000
1301,census_650,census_650,1,Redbridge,Tower Hamlets,Redbridge,work,pt,1105,1138,1000
1302,census_651,census_651,0,Richmond upon Thames,Richmond upon Thames,"Westminster,City of London",work,pt,486,521,1000
1303,census_651,census_651,1,Richmond upon Thames,"Westminster,City of London",Richmond upon Thames,work,pt,969,1004,1000
1304,census_652,census_652,0,Southwark,Southwark,Greenwich,work,car,470,487,1000
1305,census_652,census_652,1,Southwark,Greenwich,Southwark,work,car,971,988,1000
1306,census_653,census_653,0,Havering,Havering,Havering,work,pt,568,579,1000
1307,census_653,census_653,1,Havering,Havering,Havering,work,pt,1035,1046,1000
1308,census_654,census_654,0,Enfield,Enfield,Enfield,work,pt,490,495,1000
1309,census_654,census_654,1,Enfield,Enfield,Enfield,work,pt,1032,1037,1000
1310,census_655,census_655,0,Wandsworth,Wandsworth,Lambeth,work,pt,515,528,1000
1311,census_655,census_655,1,Wandsworth,Lambeth,Wandsworth,work,pt,987,1000,1000
1312,census_656,census_656,0,Havering,Havering,Camden,education,pt,463,512,1000
1313,census_656,census_656,1,Havering,Camden,Havering,education,pt,1040,1089,1000
1314,census_657,census_657,0,Bromley,Bromley,Greenwich,work,pt,418,431,1000
1315,census_657,census_657,1,Bromley,Greenwich,Bromley,work,pt,900,913,1000
1316,census_658,census_658,0,Sutton,Sutton,Wandsworth,education,pt,589,606,1000
1317,census_658,census_658,1,Sutton,Wandsworth,Sutton,education,pt,1138,1155,1000
1318,census_659,census_659,0,Wandsworth,Wandsworth,Kingston upon Thames,work,pt,437,460,1000
1319,census_659,census_659,1,Wandsworth,Kingston upon Thames,Wandsworth,work,pt,976,999,1000
1320,census_660,census_660,0,Southwark,Southwark,"Westminster,City of London",education,pt,495,506,1000
1321,census_660,census_660,1,Southwark,"Westminster,City of London",Southwark,education,pt,956,967,1000
1322,census_661,census_661,0,Bromley,Bromley,Croydon,work,pt,571,596,1000
1323,census_661,census_661,1,Bromley,Croydon,Bromley,work,pt,1055,1080,1000
1324,census_662,census_662,0,Hillingdon,Hillingdon,Tower Hamlets,work,pt,498,553,1000
1325,census_662,census_662,1,Hillingdon,Tower Hamlets,Hillingdon,work,pt,1038,1093,1000
1326,census_663,census_663,0,Bexley,Bexley,Bexley,work,car,469,486,1000
1327,census_663,census_663,1,Bexley,Bexley,Bexley,work,car,982,999,1000
1328,census_664,census_664,0,Wandsworth,Wandsworth,Islington,work,pt,470,493,1000
1329,census_664,census_664,1,Wandsworth,Islington,Wandsworth,work,pt,1003,1026,1000
1330,census_665,census_665,0,Barnet,Barnet,Barnet,work,pt,605,616,1000
1331,census_665,census_665,1,Barnet,Barnet,Barnet,work,pt,1186,1197,1000
1332,census_666,census_666,0,Lewisham,Lewisham,Lewisham,education,pt,508,515,1000
1333,census_666,census_666,1,Lewisham,Lewisham,Lewisham,education,pt,971,978,1000
1334,census_667,census_667,0,Waltham Forest,Waltham Forest,Hammersmith and Fulham,work,pt,516,551,1000
1335,census_667,census_667,1,Waltham Forest,Hammersmith and Fulham,Waltham Forest,work,pt,1068,1103,1000
1336,census_668,census_668,0,Wandsworth,Wandsworth,"Westminster,City of London",work,car,456,471,1000
1337,census_668,census_668,1,Wandsworth,"Westminster,City of London",Wandsworth,work,car,931,946,1000
1338,census_669,census_669,0,Waltham Forest,Waltham Forest,Waltham Forest,education,pt,498,499,1000
1339,census_669,census_669,1,Waltham Forest,Waltham Forest,Waltham Forest,education,pt,975,976,1000
1340,census_670,census_670,0,Enfield,Enfield,Barnet,education,pt,483,498,1000
1341,census_670,census_670,1,Enfield,Barnet,Enfield,education,pt,1000,1015,1000
1342,census_671,census_671,0,Lewisham,Lewisham,Newham,work,pt,422,439,1000
1343,census_671,census_671,1,Lewisham,Newham,Lewisham,work,pt,1011,1028,1000
1344,census_672,census_672,0,Newham,Newham,Newham,work,pt,504,513,1000
1345,census_672,census_672,1,Newham,Newham,Newham,work,pt,1042,1051,1000
1346,census_673,census_673,0,Tower Hamlets,Tower Hamlets,"Westminster,City of London",education,pt,456,473,1000
1347,census_673,census_673,1,Tower Hamlets,"Westminster,City of London",Tower Hamlets,education,pt,940,957,1000
1348,census_674,census_674,0,Hounslow,Hounslow,Hounslow,education,pt,525,532,1000
1349,census_674,census_674,1,Hounslow,Hounslow,Hounslow,education,pt,997,1004,1000
1350,census_675,census_675,0,Bexley,Bexley,Greenwich,work,car,488,497,1000
1351,census_675,census_675,1,Bexley,Greenwich,Bexley,work,car,1024,1033,1000
1352,census_676,census_676,0,Sutton,Sutton,Sutton,work,pt,496,501,1000
1353,census_676,census_676,1,Sutton,Sutton,Sutton,work,pt,1104,1109,1000
1354,census_677,census_677,0,Enfield,Enfield,Southwark,work,pt,458,491,1000
1355,census_677,census_677,1,Enfield,Southwark,Enfield,work,pt,907,940,1000
1356,census_678,census_678,0,Islington,Islington,Enfield,education,pt,493,520,1000
1357,census_678,census_678,1,Islington,Enfield,Islington,education,pt,986,1013,1000
1358,census_679,census_679,0,Hackney,Hackney,Islington,work,pt,434,439,1000
1359,census_679,census_679,1,Hackney,Islington,Hackney,work,pt,999,1004,1000
1360,census_680,census_680,0,Richmond upon Thames,Richmond upon Thames,Hounslow,work,pt,466,477,1000
1361,census_680,census_680,1,Richmond upon Thames,Hounslow,Richmond upon Thames,work,pt,963,974,1000
1362,census_681,census_681,0,Hillingdon,Hillingdon,Hillingdon,work,pt,518,539,1000
1363,census_681,census_681,1,Hillingdon,Hillingdon,Hillingdon,work,pt,1085,1106,1000
1364,census_682,census_682,0,Lewisham,Lewisham,Camden,education,pt,468,481,1000
1365,census_682,census_682,1,Lewisham,Camden,Lewisham,education,pt,978,991,1000
1366,census_683,census_683,0,Croydon,Croydon,Sutton,work,pt,526,535,1000
1367,census_683,census_683,1,Croydon,Sutton,Croydon,work,pt,955,964,1000
1368,census_684,census_684,0,Wandsworth,Wandsworth,"Westminster,City of London",work,pt,506,521,1000
1369,census_684,census_684,1,Wandsworth,"Westminster,City of London",Wandsworth,work,pt,1004,1019,1000
1370,census_685,census_685,0,Merton,Merton,"Westminster,City of London",work,pt,526,545,1000
1371,census_685,census_685,1,Merton,"Westminster,City of London",Merton,work,pt,1014,1033,1000
1372,census_686,census_686,0,Kensington and Chelsea,Kensington and Chelsea,Islington,education,pt,495,510,1000
1373,census_686,census_686,1,Kensington and Chelsea,Islington,Kensington and Chelsea,education,pt,966,981,1000
1374,census_687,census_687,0,Lewisham,Lewisham,"Westminster,City of London",work,pt,453,478,1000
1375,census_687,census_687,1,Lewisham,"Westminster,City of London",Lewisham,work,pt,888,913,1000
1376,census_688,census_688,0,Islington,Islington,"Westminster,City of London",work,pt,510,523,1000
1377,census_688,census_688,1,Islington,"Westminster,City of London",Islington,work,pt,959,972,1000
1378,census_689,census_689,0,Hammersmith and Fulham,Hammersmith and Fulham,Hounslow,work,pt,442,469,1000
1379,census_689,census_689,1,Hammersmith and Fulham,Hounslow,Hammersmith and Fulham,work,pt,921,948,1000
1380,census_690,census_690,0,Croydon,Croydon,Bromley,education,pt,446,461,1000
1381,census_690,census_690,1,Croydon,Bromley,Croydon,education,pt,929,944,1000
1382,census_691,census_691,0,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,work,pt,530,535,1000
1383,census_691,census_691,1,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,work,pt,1005,1010,1000
1384,census_692,census_692,0,Barnet,Barnet,Barnet,work,pt,426,435,1000
1385,census_692,census_692,1,Barnet,Barnet,Barnet,work,pt,971,980,1000
1386,census_693,census_693,0,Kensington and Chelsea,Kensington and Chelsea,Hillingdon,work,pt,505,536,1000
1387,census_693,census_693,1,Kensington and Chelsea,Hillingdon,Kensington and Chelsea,work,pt,982,1013,1000
1388,census_694,census_694,0,Havering,Havering,Havering,work,pt,440,453,1000
